customer_id,customer_name,email,phone,age,city,state,country,income,segment,signup_date,income_category
130778,Aditya Patel,aditya.patel9406@example.com,,29.0,Jaipur,Rajasthan,India,170150.0,Small Business,2023-11-13,Very High
145859,Raj Khan,raj.khan3461@example.com,9507937799.0,38.0,Mumbai,Maharashtra,India,149506.0,Consumer,2021-05-22,High
112081,Rohan Desai,rohan.desai5281@example.com,9128179371.0,34.0,Surat,Gujarat,India,189629.0,Small Business,2021-01-04,Very High
110133,Isha Verma,isha.verma2698@example.com,9968276264.0,65.0,Mumbai,Maharashtra,India,206438.0,Corporate,2025-10-22,Very High
100931,Karan Singh,karan.singh6540@example.com,9694556133.0,65.0,Delhi,Delhi,India,59882.0,Small Business,2025-01-01,Medium
118258,Sneha Joshi,sneha.joshi3626@example.com,9985764999.0,31.0,Jaipur,Rajasthan,India,70434.0,Consumer,2023-11-16,Medium
139614,Neha Singh,neha.singh2587@example.com,9320245782.0,52.0,Surat,Gujarat,India,134248.5,Corporate,2026-02-13,High
118866,Meera Verma,meera.verma1512@example.com,9170617242.0,51.0,Surat,Gujarat,India,21634.0,Consumer,2024-07-09,Low
113249,Aditya Khan,aditya.khan5697@example.com,9572263482.0,41.0,Bengaluru,Karnataka,India,212031.0,Small Business,2023-05-10,Very High
132492,Vikram Kapoor,vikram.kapoor5811@example.com,9242081865.0,54.0,Surat,Gujarat,India,191597.0,Consumer,2026-02-12,Very High
123428,Anjali Kapoor,anjali.kapoor6207@example.com,9664582651.0,22.0,Mumbai,Maharashtra,India,231181.0,Small Business,2025-10-24,Very High
141760,Arjun Shah,arjun.shah91@example.com,9995347950.0,37.0,Delhi,Delhi,India,54613.0,Corporate,2022-03-16,Medium
134261,Neha Iyer,neha.iyer5430@example.com,9817133930.0,57.0,Delhi,Delhi,India,70229.0,Corporate,2026-04-16,Medium
124655,Raj Shah,raj.shah132@example.com,9849185634.0,44.0,Ahmedabad,Gujarat,India,249249.0,Small Business,2022-08-30,Very High
138295,Meera Nair,meera.nair3145@example.com,9946407997.0,58.0,Chennai,Tamil Nadu,India,230619.0,Small Business,2023-07-06,Very High
144864,Simran Patel,simran.patel6296@example.com,9808852689.0,59.0,Surat,Gujarat,India,18182.0,Small Business,2022-06-05,Low
113139,Kavya Khan,kavya.khan2000@example.com,9562046155.0,59.0,Surat,Gujarat,India,77919.0,Consumer,2026-02-07,High
118884,Manish Malhotra,manish.malhotra2270@example.com,9268676813.0,30.0,Delhi,Delhi,India,230088.0,Small Business,2024-12-21,Very High
125125,Simran Kapoor,simran.kapoor6478@example.com,9226938018.0,53.0,Jaipur,Rajasthan,India,163887.0,Small Business,2025-04-10,Very High
119578,Arjun Mehta,arjun.mehta8157@example.com,9900757958.0,68.0,Hyderabad,Telangana,India,134248.5,Corporate,2022-09-26,High
122880,Raj Singh,raj.singh9477@example.com,9959930763.0,58.0,Hyderabad,Telangana,India,65413.0,Consumer,2024-03-02,Medium
109489,Meera Gupta,meera.gupta2426@example.com,9596255643.0,29.0,Pune,Maharashtra,India,148646.0,Corporate,2026-02-20,High
101197,Suresh Desai,suresh.desai2211@example.com,9997334996.0,21.0,Mumbai,Maharashtra,India,100404.0,Consumer,2021-08-24,High
119621,Kavya Joshi,kavya.joshi1111@example.com,9255774308.0,34.0,Jaipur,Rajasthan,India,144105.0,Small Business,2024-04-25,High
114750,Karan Patel,karan.patel4436@example.com,9645596504.0,18.0,Pune,Maharashtra,India,187333.0,Consumer,2024-11-29,Very High
113336,Pooja Malhotra,pooja.malhotra8462@example.com,9561687948.0,25.0,Hyderabad,Telangana,India,78133.0,Consumer,2023-07-28,High
110958,Meera Reddy,meera.reddy252@example.com,9417658778.0,46.0,Kolkata,West Bengal,India,48287.0,Corporate,2022-08-22,Medium
107788,Karan Singh,karan.singh2544@example.com,9764370943.0,66.0,Jaipur,Rajasthan,India,158110.0,Corporate,2021-06-14,Very High
122577,Manish Gupta,manish.gupta3059@example.com,9980686444.0,30.0,Kolkata,West Bengal,India,45815.0,Small Business,2026-05-30,Medium
109580,Nisha Shah,nisha.shah7290@example.com,9631841872.0,18.0,Jaipur,Rajasthan,India,218499.0,Consumer,2025-04-06,Very High
115636,Nisha Patel,nisha.patel1173@example.com,9780770596.0,59.0,Delhi,Delhi,India,174450.0,Consumer,2024-10-26,Very High
134169,Vikram Reddy,vikram.reddy6510@example.com,9420990449.0,29.0,Kolkata,West Bengal,India,95711.0,Small Business,2023-03-05,High
125412,Raj Sharma,raj.sharma9009@example.com,9614737335.0,33.0,Kolkata,West Bengal,India,224432.0,Corporate,2023-01-24,Very High
120861,Sneha Iyer,sneha.iyer2263@example.com,9368596309.0,65.0,Surat,Gujarat,India,218125.0,Small Business,2022-05-15,Very High
107123,Aditya Desai,aditya.desai217@example.com,9413335644.0,64.0,Hyderabad,Telangana,India,77056.0,Corporate,2021-05-22,High
134694,Nisha Shah,nisha.shah2914@example.com,9963727682.0,31.0,Chennai,Tamil Nadu,India,240088.0,Consumer,2022-05-10,Very High
146175,Suresh Singh,suresh.singh9367@example.com,9313043158.0,51.0,Mumbai,Maharashtra,India,133923.0,Consumer,2024-12-20,High
107225,Karan Sharma,karan.sharma5201@example.com,9796865351.0,32.0,Bengaluru,Karnataka,India,218413.0,Consumer,2023-02-01,Very High
140661,Manish Verma,,9485117626.0,40.0,Jaipur,Rajasthan,India,48880.0,Corporate,2022-01-12,Medium
100257,Nisha Desai,nisha.desai6556@example.com,9272716567.0,50.0,Ahmedabad,Gujarat,India,208390.0,Consumer,2025-02-26,Very High
147983,Rahul Shah,rahul.shah5809@example.com,9208954162.0,55.0,Delhi,Delhi,India,144588.0,Corporate,2023-05-26,High
130465,Arjun Kapoor,arjun.kapoor8378@example.com,9132532705.0,19.0,Pune,Maharashtra,India,192416.0,Consumer,2022-07-19,Very High
118929,Anjali Singh,anjali.singh9966@example.com,9235514218.0,60.0,Chennai,Tamil Nadu,India,154841.0,Small Business,2024-01-14,Very High
148391,Nisha Desai,nisha.desai7678@example.com,9401679729.0,56.0,Ahmedabad,Gujarat,India,150410.0,Consumer,2023-05-24,Very High
104876,Nisha Shah,nisha.shah6926@example.com,9299534567.0,51.0,Pune,Maharashtra,India,180171.0,Corporate,2023-09-28,Very High
112105,Priya Nair,priya.nair4860@example.com,9710421513.0,29.0,Mumbai,Maharashtra,India,203281.0,Corporate,2024-06-11,Very High
116805,Nisha Nair,nisha.nair4697@example.com,9277435968.0,53.0,Delhi,Delhi,India,143413.0,Consumer,2025-07-05,High
126678,Suresh Kapoor,suresh.kapoor4667@example.com,9545787523.0,22.0,Jaipur,Rajasthan,India,247343.0,Consumer,2023-07-22,Very High
141947,Kavya Nair,kavya.nair2546@example.com,9985543389.0,37.0,Surat,Gujarat,India,72150.0,Consumer,2022-02-28,Medium
134053,Rahul Nair,rahul.nair7110@example.com,9624002675.0,47.0,Mumbai,Maharashtra,India,245679.0,Corporate,2024-01-25,Very High
109608,Pooja Iyer,pooja.iyer6407@example.com,9385505621.0,23.0,Pune,Maharashtra,India,68744.0,Corporate,2025-12-20,Medium
111632,Kavya Kapoor,kavya.kapoor8743@example.com,9437415201.0,64.0,Hyderabad,Telangana,India,131401.0,Consumer,2025-01-20,High
130360,Arjun Reddy,arjun.reddy5151@example.com,9492266444.0,53.0,Bengaluru,Karnataka,India,189608.0,Consumer,2023-07-24,Very High
141934,Aditya Malhotra,aditya.malhotra1766@example.com,9618474600.0,45.0,Hyderabad,Telangana,India,178926.0,Small Business,2022-03-28,Very High
130152,Aditya Desai,aditya.desai775@example.com,9393241640.0,55.0,Kolkata,West Bengal,India,130688.0,Corporate,2024-10-02,High
138204,Rohan Reddy,rohan.reddy3559@example.com,9253964542.0,59.0,Hyderabad,Telangana,India,32699.0,Consumer,2024-01-05,Medium
106515,Raj Nair,raj.nair7980@example.com,9415919619.0,21.0,Delhi,Delhi,India,37523.0,Consumer,2024-06-18,Medium
149459,Arjun Gupta,arjun.gupta5320@example.com,9430131640.0,58.0,Surat,Gujarat,India,151411.0,Corporate,2024-04-27,Very High
116176,Neha Nair,neha.nair6658@example.com,9837103889.0,67.0,Jaipur,Rajasthan,India,142111.0,Consumer,2023-12-08,High
108702,Neha Joshi,neha.joshi6383@example.com,9856829451.0,52.0,Surat,Gujarat,India,171716.0,Small Business,2021-02-23,Very High
136457,Isha Verma,isha.verma6031@example.com,9383151516.0,65.0,Chennai,Tamil Nadu,India,179012.0,Consumer,2024-04-16,Very High
113788,Arjun Joshi,arjun.joshi8923@example.com,9258929872.0,39.0,Kolkata,West Bengal,India,154512.0,Consumer,2021-12-03,Very High
104374,Raj Iyer,raj.iyer2659@example.com,9980030916.0,68.0,Bengaluru,Karnataka,India,217270.0,Corporate,2024-06-23,Very High
125606,Amit Desai,amit.desai4968@example.com,9145825470.0,24.0,Kolkata,West Bengal,India,76569.0,Small Business,2024-10-21,High
102070,Rohan Joshi,rohan.joshi2598@example.com,9325190835.0,63.0,Jaipur,Rajasthan,India,231997.0,Small Business,2022-07-14,Very High
105819,Anjali Iyer,anjali.iyer5018@example.com,9198115346.0,53.0,Hyderabad,Telangana,India,205514.0,Small Business,2023-07-18,Very High
142925,Amit Shah,amit.shah3747@example.com,9876452378.0,29.0,Ahmedabad,Gujarat,India,93782.0,Corporate,2024-07-16,High
130711,Kavya Nair,kavya.nair8639@example.com,9976166325.0,57.0,Kolkata,West Bengal,India,140453.0,Small Business,2021-07-11,High
127874,Simran Khan,simran.khan1549@example.com,9212685128.0,29.0,Surat,Gujarat,India,50750.0,Small Business,2025-01-14,Medium
103443,Pooja Patel,pooja.patel3546@example.com,9902862179.0,40.0,Jaipur,Rajasthan,India,96638.0,Consumer,2025-12-24,High
129790,Rohan Malhotra,rohan.malhotra7319@example.com,9471163311.0,43.0,Jaipur,Rajasthan,India,166060.0,Corporate,2024-07-09,Very High
125825,Isha Sharma,isha.sharma4937@example.com,9106564608.0,67.0,Kolkata,West Bengal,India,32156.0,Consumer,2023-07-17,Medium
123961,Nisha Nair,nisha.nair2178@example.com,9642122496.0,59.0,Kolkata,West Bengal,India,134248.5,Small Business,2023-04-25,High
128168,Anjali Verma,anjali.verma742@example.com,9292381858.0,63.0,Delhi,Delhi,India,124455.0,Small Business,2026-01-29,High
131884,Aditya Joshi,aditya.joshi7361@example.com,9541903617.0,69.0,Pune,Maharashtra,India,28853.0,Corporate,2023-04-26,Low
149536,Isha Kapoor,isha.kapoor3728@example.com,9152628980.0,33.0,Chennai,Tamil Nadu,India,65423.0,Corporate,2022-08-30,Medium
146574,Rahul Patel,rahul.patel6281@example.com,9980429969.0,52.0,Jaipur,Rajasthan,India,80242.0,Small Business,2021-09-13,High
139228,Vikram Sharma,vikram.sharma4582@example.com,9424916761.0,24.0,Ahmedabad,Gujarat,India,32361.0,Consumer,2022-04-09,Medium
103466,Suresh Verma,suresh.verma1723@example.com,9768158533.0,56.0,Kolkata,West Bengal,India,225735.0,Corporate,2021-06-21,Very High
122725,Aditya Patel,aditya.patel7277@example.com,9249544718.0,65.0,Ahmedabad,Gujarat,India,173191.0,Consumer,2023-03-10,Very High
101985,Aditya Nair,aditya.nair4528@example.com,9502634543.0,60.0,Chennai,Tamil Nadu,India,105495.0,Consumer,2024-02-10,High
112657,Sneha Khan,sneha.khan8648@example.com,9365358376.0,46.0,Jaipur,Rajasthan,India,94175.0,Corporate,2024-02-18,High
120879,Manish Joshi,manish.joshi1735@example.com,9365299796.0,30.0,Chennai,Tamil Nadu,India,159924.0,Corporate,2026-01-02,Very High
131861,Arjun Shah,arjun.shah4468@example.com,9638065584.0,45.0,Hyderabad,Telangana,India,35072.0,Small Business,2021-08-15,Medium
103993,Amit Joshi,amit.joshi4015@example.com,9943588589.0,34.0,Jaipur,Rajasthan,India,69845.0,Corporate,2022-02-01,Medium
100781,Simran Gupta,simran.gupta630 @example.com,9614831864.0,56.0,Chennai,Tamil Nadu,India,90752.0,Corporate,2021-05-14,High
121669,Aditya Khan,aditya.khan4299@example.com,9613923843.0,42.0,Jaipur,Rajasthan,India,76410.0,Consumer,2025-07-16,High
106343,Nisha Verma,nisha.verma5272@example.com,9112545393.0,64.0,Ahmedabad,Gujarat,India,59227.0,Corporate,2024-03-13,Medium
128667,Aditya Gupta,aditya.gupta5852@example.com,9459778353.0,27.0,Jaipur,Rajasthan,India,197652.0,Small Business,2025-03-26,Very High
129299,Isha Malhotra,isha.malhotra389@example.com,9462922868.0,35.0,Bengaluru,Karnataka,India,134924.0,Small Business,2025-11-23,High
146456,Sneha Iyer,sneha.iyer1339@example.com,9894208926.0,48.0,Jaipur,Rajasthan,India,160583.0,Consumer,2021-11-10,Very High
119256,Anjali Iyer,anjali.iyer8508@example.com,9774134124.0,65.0,Kolkata,West Bengal,India,231154.0,Consumer,2021-01-08,Very High
122829,Priya Patel,priya.patel3595@example.com,9843147849.0,58.0,Delhi,Delhi,India,70441.0,Corporate,2024-02-08,Medium
137562,Meera Joshi,meera.joshi6770@example.com,9793682052.0,32.0,Pune,Maharashtra,India,229916.0,Consumer,2025-04-01,Very High
109689,Sneha Khan,sneha.khan5686@example.com,9509739083.0,61.0,Hyderabad,Telangana,India,55830.0,Corporate,2022-12-13,Medium
119577,Anjali Malhotra,anjali.malhotra2912@example.com,9987854453.0,46.0,Pune,Maharashtra,India,214220.0,Small Business,2021-06-27,Very High
116559,Kavya Singh,kavya.singh2404@example.com,9248692879.0,62.0,Delhi,Delhi,India,54245.0,Corporate,2024-12-15,Medium
149515,Neha Desai,neha.desai1687@example.com,9301043707.0,30.0,Hyderabad,Telangana,India,181018.0,Corporate,2022-07-07,Very High
147342,Arjun Malhotra,arjun.malhotra8119@example.com,9480062323.0,47.0,Delhi,Delhi,India,125296.0,Corporate,2022-11-02,High
145625,Suresh Sharma,suresh.sharma1191@example.com,9432204649.0,51.0,Kolkata,West Bengal,India,244329.0,Consumer,2026-03-15,Very High
137470,Manish Kapoor,manish.kapoor2529@example.com,9976649239.0,42.0,Surat,Gujarat,India,117845.0,Corporate,2022-11-18,High
120832,Isha Shah,isha.shah2953@example.com,9688200765.0,46.0,Delhi,Delhi,India,132204.0,Consumer,2022-02-22,High
104638,Pooja Iyer,pooja.iyer5254@example.com,9416609795.0,60.0,Pune,Maharashtra,India,27819.0,Corporate,2022-06-08,Low
133030,Amit Shah,amit.shah1232@example.com,9162827299.0,52.0,Surat,Gujarat,India,131948.0,Corporate,2022-05-10,High
110268,Pooja Reddy,pooja.reddy9876@example.com,9583503792.0,59.0,Chennai,Tamil Nadu,India,165560.0,Corporate,2024-07-10,Very High
149392,Neha Iyer,neha.iyer259@example.com,9686985917.0,40.0,Kolkata,West Bengal,India,53488.0,Consumer,2025-03-20,Medium
140424,Nisha Desai,nisha.desai738@example.com,9194371235.0,20.0,Ahmedabad,Gujarat,India,147473.0,Small Business,2024-03-09,High
137948,Amit Mehta,amit.mehta8669@example.com,9613992083.0,63.0,Kolkata,West Bengal,India,145936.0,Consumer,2021-11-13,High
120391,Anjali Desai,anjali.desai3194@example.com,9810032989.0,25.0,Bengaluru,Karnataka,India,72601.0,Small Business,2021-08-22,Medium
134878,Amit Kapoor,amit.kapoor6164@example.com,9360967069.0,43.0,Chennai,Tamil Nadu,India,47116.0,Small Business,2021-11-14,Medium
101160,Vikram Malhotra,vikram.malhotra9299@example.com,9198719863.0,53.0,Chennai,Tamil Nadu,India,183329.0,Consumer,2021-08-05,Very High
128275,Pooja Shah,pooja.shah5802@example.com,9234158728.0,29.0,Kolkata,West Bengal,India,191487.0,Corporate,2023-04-06,Very High
117918,Rahul Khan,rahul.khan621@example.com,9577387190.0,23.0,Kolkata,West Bengal,India,191585.0,Corporate,2023-09-13,Very High
131829,Sneha Malhotra,sneha.malhotra4872@example.com,9620244902.0,32.0,Hyderabad,Telangana,India,218328.0,Small Business,2021-10-01,Very High
142251,Rahul Shah,rahul.shah5032@example.com,9352473118.0,53.0,Jaipur,Rajasthan,India,39140.0,Small Business,2025-08-06,Medium
138785,Rohan Reddy,rohan.reddy6177@example.com,9337930741.0,45.0,Ahmedabad,Gujarat,India,245118.0,Consumer,2022-09-25,Very High
144779,Karan Kapoor,karan.kapoor2090@example.com,9175818566.0,65.0,Surat,Gujarat,India,134248.5,Corporate,2023-11-28,High
143959,Vikram Gupta,vikram.gupta465@example.com,9401005482.0,33.0,Mumbai,Maharashtra,India,80665.0,Corporate,2021-09-12,High
119030,Neha Joshi,neha.joshi2506@example.com,9160239996.0,62.0,Kolkata,West Bengal,India,46745.0,Corporate,2021-05-01,Medium
123994,Priya Nair,priya.nair7198@example.com,9368309037.0,29.0,Bengaluru,Karnataka,India,133558.0,Consumer,2025-11-27,High
117141,Anjali Joshi,anjali.joshi7459@example.com,9223066026.0,28.0,Ahmedabad,Gujarat,India,53836.0,Corporate,2025-09-11,Medium
125300,Rohan Gupta,rohan.gupta4192@example.com,9713893528.0,38.0,Hyderabad,Telangana,India,23010.0,Corporate,2022-06-01,Low
115550,Nisha Khan,nisha.khan40@example.com,9953229921.0,31.0,Bengaluru,Karnataka,India,88655.0,Corporate,2021-07-08,High
143780,Simran Khan,simran.khan503@example.com,9900828564.0,68.0,Surat,Gujarat,India,186296.0,Small Business,2024-11-21,Very High
113924,Neha Iyer,neha.iyer1841@example.com,9940637855.0,51.0,Bengaluru,Karnataka,India,182355.0,Corporate,2021-02-02,Very High
101613,Nisha Shah,nisha.shah8119@example.com,9967051379.0,42.0,Chennai,Tamil Nadu,India,132857.0,Small Business,2023-02-20,High
117764,Manish Iyer,manish.iyer5266@example.com,9890706699.0,54.0,Surat,Gujarat,India,71615.0,Small Business,2023-02-10,Medium
146327,Amit Sharma,amit.sharma6546@example.com,9177641275.0,61.0,Hyderabad,Telangana,India,241592.0,Consumer,2022-09-28,Very High
117234,Meera Mehta,meera.mehta9899@example.com,9973656312.0,24.0,Mumbai,Maharashtra,India,59173.0,Consumer,2024-01-27,Medium
147612,Vikram Kapoor,vikram.kapoor5490@example.com,9870102613.0,47.0,Chennai,Tamil Nadu,India,211655.0,Corporate,2025-09-04,Very High
100064,Isha Sharma,isha.sharma7434@example.com,9421613370.0,29.0,Pune,Maharashtra,India,233929.0,Consumer,2021-10-12,Very High
111514,Amit Mehta,amit.mehta1614@example.com,,19.0,Delhi,Delhi,India,247248.0,Small Business,2021-04-24,Very High
109390,Anjali Sharma,anjali.sharma8096@example.com,9959789212.0,36.0,Kolkata,West Bengal,India,125046.0,Consumer,2021-04-08,High
110951,Priya Iyer,priya.iyer7242@example.com,9527532932.0,54.0,Delhi,Delhi,India,87969.0,Small Business,2025-02-04,High
145561,Neha Joshi,neha.joshi8298@example.com,9664155633.0,53.0,Pune,Maharashtra,India,132061.0,Consumer,2022-03-27,High
102310,Karan Gupta,karan.gupta9625@example.com,9601881634.0,69.0,Pune,Maharashtra,India,134729.0,Consumer,2023-07-25,High
141327,Isha Shah,isha.shah3416@example.com,9880207283.0,24.0,Jaipur,Rajasthan,India,29808.0,Small Business,2024-09-18,Low
149710,Manish Verma,manish.verma7233@example.com,9805322472.0,66.0,Bengaluru,Karnataka,India,62569.0,Corporate,2026-01-10,Medium
113043,Arjun Sharma,arjun.sharma533@example.com,9422716328.0,59.0,Hyderabad,Telangana,India,227441.0,Corporate,2022-09-09,Very High
109438,Karan Verma,karan.verma9013@example.com,9568192327.0,30.0,Kolkata,West Bengal,India,104534.0,Consumer,2023-04-12,High
104133,Suresh Patel,suresh.patel4431@example.com,9409338893.0,45.0,Ahmedabad,Gujarat,India,90636.0,Corporate,2021-05-13,High
148495,Nisha Malhotra,nisha.malhotra6490@example.com,9470441978.0,48.0,Mumbai,Maharashtra,India,21015.0,Small Business,2021-02-16,Low
114112,Anjali Sharma,anjali.sharma785@example.com,9489083480.0,38.0,Jaipur,Rajasthan,India,85582.0,Corporate,2021-06-21,High
101747,Isha Verma,isha.verma1779@example.com,9752352826.0,34.0,Delhi,Delhi,India,21769.0,Consumer,2026-04-14,Low
124455,Suresh Desai,suresh.desai979@example.com,9375374894.0,53.0,Delhi,Delhi,India,118507.0,Corporate,2026-03-30,High
116872,Kavya Khan,kavya.khan457@example.com,9409455564.0,24.0,Jaipur,Rajasthan,India,199698.0,Corporate,2025-02-02,Very High
126008,Pooja Nair,pooja.nair924@example.com,9819106024.0,69.0,Hyderabad,Telangana,India,80963.0,Consumer,2023-05-01,High
141282,Raj Kapoor,raj.kapoor8622@example.com,9917907939.0,56.0,Chennai,Tamil Nadu,India,59016.0,Corporate,2025-07-13,Medium
102108,Amit Patel,amit.patel4298@example.com,9733433776.0,68.0,Delhi,Delhi,India,44016.0,Corporate,2022-02-01,Medium
124612,Anjali Patel,anjali.patel600@example.com,9291820977.0,40.0,Ahmedabad,Gujarat,India,142460.0,Corporate,2022-05-16,High
101563,Arjun Shah,arjun.shah1492@example.com,9900937510.0,61.0,Surat,Gujarat,India,123173.0,Corporate,2024-03-26,High
122883,Priya Singh,priya.singh474@example.com,9676879421.0,36.0,Delhi,Delhi,India,186612.0,Small Business,2024-03-28,Very High
111118,Nisha Singh,nisha.singh8010@example.com,9131998810.0,55.0,Kolkata,West Bengal,India,244864.0,Small Business,2021-11-14,Very High
110219,Nisha Patel,nisha.patel3430@example.com,9124782433.0,53.0,Bengaluru,Karnataka,India,136798.0,Small Business,2026-01-11,High
136606,Arjun Shah,arjun.shah6411@example.com,9642126232.0,28.0,Surat,Gujarat,India,82062.0,Consumer,2021-10-06,High
122180,Meera Joshi,meera.joshi6650@example.com,9151725887.0,29.0,Pune,Maharashtra,India,191261.0,Corporate,2022-08-03,Very High
120106,Nisha Patel,nisha.patel4926@example.com,9983999674.0,44.0,Jaipur,Rajasthan,India,101760.0,Consumer,2021-11-28,High
114174,Suresh Patel,suresh.patel5089@example.com,9942955153.0,19.0,Jaipur,Rajasthan,India,23675.0,Small Business,2025-08-13,Low
114195,Sneha Malhotra,sneha.malhotra7285@example.com,9400303400.0,36.0,Surat,Gujarat,India,205764.0,Consumer,2025-08-10,Very High
105338,Meera Desai,meera.desai9366@example.com,9452625933.0,65.0,Pune,Maharashtra,India,211321.0,Corporate,2025-06-06,Very High
125782,Suresh Patel,suresh.patel1518@example.com,9144381300.0,40.0,Pune,Maharashtra,India,192227.0,Corporate,2024-10-20,Very High
122528,Sneha Mehta,sneha.mehta339@example.com,9136663128.0,34.0,Kolkata,West Bengal,India,28691.0,Small Business,2022-04-27,Low
109853,Raj Sharma,raj.sharma9790@example.com,9659993142.0,60.0,Bengaluru,Karnataka,India,148656.0,Corporate,2022-12-10,High
139043,Karan Malhotra,karan.malhotra9906@example.com,9304133276.0,31.0,Jaipur,Rajasthan,India,246489.0,Corporate,2026-01-09,Very High
126389,Nisha Desai,nisha.desai2456@example.com,9981942417.0,37.0,Surat,Gujarat,India,198832.0,Small Business,2021-11-23,Very High
145612,Vikram Mehta,vikram.mehta4876@example.com,9103665673.0,31.0,Ahmedabad,Gujarat,India,170768.0,Small Business,2021-02-06,Very High
129158,Amit Gupta,amit.gupta1130@example.com,9979003669.0,18.0,Pune,Maharashtra,India,214657.0,Corporate,2024-12-16,Very High
133602,Pooja Patel,pooja.patel5840@example.com,9193468719.0,31.0,Bengaluru,Karnataka,India,168801.0,Small Business,2022-03-29,Very High
142616,Sneha Malhotra,sneha.malhotra8999@example.com,9777196790.0,47.0,Delhi,Delhi,India,155466.0,Corporate,2024-08-29,Very High
115048,Neha Joshi,neha.joshi801@example.com,9791505159.0,59.0,Surat,Gujarat,India,225211.0,Small Business,2023-07-27,Very High
133929,Suresh Desai,suresh.desai1515@example.com,9975626889.0,33.0,Surat,Gujarat,India,48015.0,Small Business,2023-05-05,Medium
130531,Pooja Joshi,pooja.joshi2484@example.com,9157245806.0,43.0,Kolkata,West Bengal,India,247532.0,Small Business,2021-08-01,Very High
112265,Vikram Khan,vikram.khan6215@example.com,9352802406.0,21.0,Ahmedabad,Gujarat,India,233440.0,Corporate,2021-02-03,Very High
109732,Amit Iyer,amit.iyer6719@example.com,9624210231.0,40.0,Mumbai,Maharashtra,India,169609.0,Corporate,2022-07-28,Very High
138155,Pooja Singh,pooja.singh4055@example.com,9681443121.0,22.0,Bengaluru,Karnataka,India,150108.0,Consumer,2021-03-13,Very High
120124,Pooja Verma,pooja.verma8638@example.com,9188835340.0,47.0,Delhi,Delhi,India,156552.0,Corporate,2026-02-07,Very High
106761,Rahul Kapoor,rahul.kapoor5965@example.com,9423911192.0,19.0,Mumbai,Maharashtra,India,64630.0,Consumer,2024-05-10,Medium
116495,Kavya Malhotra,kavya.malhotra6565@example.com,9722018231.0,30.0,Jaipur,Rajasthan,India,107088.0,Consumer,2021-01-18,High
106832,Arjun Sharma,arjun.sharma7451@example.com,9370906954.0,56.0,Ahmedabad,Gujarat,India,24023.0,Small Business,2026-03-10,Low
124158,Amit Kapoor,amit.kapoor7786@example.com,9882509223.0,38.0,Mumbai,Maharashtra,India,182387.0,Small Business,2026-06-18,Very High
111073,Pooja Mehta,pooja.mehta2346@example.com,9665130011.0,48.0,Mumbai,Maharashtra,India,218228.0,Corporate,2024-06-02,Very High
128431,Sneha Shah,sneha.shah5430@example.com,9502081884.0,43.0,Delhi,Delhi,India,50234.0,Small Business,2023-07-05,Medium
