customer_id,customer_name,email,phone,age,city,state,country,income,segment,signup_date
138204,Rohan Reddy,rohan.reddy3559@example.com,9253964542,59.0,Hyderabad,Telangana,India,32699.0,Consumer,2024-01-05
106515,Raj Nair,raj.nair7980@example.com,9415919619,21.0,Delhi,Delhi,India,37523.0,Consumer,2024-06-18
149459,Arjun Gupta,arjun.gupta5320@example.com,9430131640,58.0,Surat,Gujarat,India,151411.0,Corporate,2024-04-27
116176,Neha Nair,neha.nair6658@example.com,9837103889,67.0,Jaipur,Rajasthan,India,142111.0,Consumer,2023-12-08
108702,Neha Joshi,neha.joshi6383@example.com,9856829451,52.0,Surat,Gujarat,India,171716.0,Small Business,2021-02-23
136457,Isha Verma,isha.verma6031@example.com,9383151516,65.0,Chennai,Tamil Nadu,India,179012.0,Consumer,2024-04-16
113788,Arjun Joshi,arjun.joshi8923@example.com,9258929872,39.0,Kolkata,West Bengal,India,154512.0,Consumer,2021-12-03
104374,Raj Iyer,raj.iyer2659@example.com,9980030916,68.0,Bengaluru,Karnataka,India,217270.0,Corporate,2024-06-23
125606,Amit Desai,amit.desai4968@example.com,9145825470,24.0,Kolkata,West Bengal,India,76569.0,Small Business,2024-10-21
102070,Rohan Joshi,rohan.joshi2598@example.com,9325190835,63.0,Jaipur,Rajasthan,India,231997.0,Small Business,2022-07-14
105819,Anjali Iyer,anjali.iyer5018@example.com,9198115346,53.0,Hyderabad,Telangana,India,205514.0,Small Business,2023-07-18
142925,Amit Shah,amit.shah3747@example.com,9876452378,29.0,Ahmedabad,Gujarat,India,93782.0,Corporate,2024-07-16
130711,Kavya Nair,kavya.nair8639@example.com,9976166325,57.0,Kolkata,West Bengal,India,140453.0,Small Business,2021-07-11
127874,Simran Khan,simran.khan1549@example.com,9212685128,29.0,Surat,Gujarat,India,50750.0,Small Business,2025-01-14
103443,Pooja Patel,pooja.patel3546@example.com,9902862179,40.0,Jaipur,Rajasthan,India,96638.0,Consumer,2025-12-24
129790,Rohan Malhotra,rohan.malhotra7319@example.com,9471163311,43.0,Jaipur,Rajasthan,India,166060.0,Corporate,2024-07-09
125825,Isha Sharma,isha.sharma4937@example.com,9106564608,67.0,Kolkata,West Bengal,India,32156.0,Consumer,2023-07-17
123961,Nisha Nair,nisha.nair2178@example.com,9642122496,59.0,Kolkata,West Bengal,India,,Small Business,2023-04-25
128168,Anjali Verma,anjali.verma742@example.com,9292381858,63.0,Delhi,Delhi,India,124455.0,Small Business,2026-01-29
131884,Aditya Joshi,aditya.joshi7361@example.com,9541903617,69.0,Pune,Maharashtra,India,28853.0,Corporate,2023-04-26
149536,Isha Kapoor,isha.kapoor3728@example.com,9152628980,33.0,Chennai,Tamil Nadu,India,65423.0,Corporate,2022-08-30
146574,Rahul Patel,rahul.patel6281@example.com,9980429969,52.0,Jaipur,Rajasthan,India,80242.0,Small Business,2021-09-13
139228,Vikram Sharma,vikram.sharma4582@example.com,9424916761,24.0,Ahmedabad,Gujarat,India,32361.0,Consumer,2022-04-09
103466,Suresh Verma,suresh.verma1723@example.com,9768158533,56.0,Kolkata,West Bengal,India,225735.0,Corporate,2021-06-21
122725,Aditya Patel,aditya.patel7277@example.com,9249544718,65.0,Ahmedabad,Gujarat,India,173191.0,Consumer,2023-03-10
101985,Aditya Nair,aditya.nair4528@example.com,9502634543,60.0,Chennai,Tamil Nadu,India,105495.0,Consumer,2024-02-10
112657,Sneha Khan,sneha.khan8648@example.com,9365358376,46.0,Jaipur,Rajasthan,India,94175.0,Corporate,2024-02-18
120879,Manish Joshi,manish.joshi1735@example.com,9365299796,30.0,Chennai,Tamil Nadu,India,159924.0,Corporate,2026-01-02
131861,Arjun Shah,arjun.shah4468@example.com,9638065584,45.0,Hyderabad,Telangana,India,35072.0,Small Business,2021-08-15
103993,Amit Joshi,amit.joshi4015@example.com,9943588589,34.0,Jaipur,Rajasthan,India,69845.0,Corporate,2022-02-01
100781,Simran Gupta,simran.gupta630 @example.com,9614831864,56.0,Chennai,Tamil Nadu,India,90752.0,Corporate,2021-05-14
121669,Aditya Khan,aditya.khan4299@example.com,9613923843,42.0,Jaipur,Rajasthan,India,76410.0,Consumer,2025-07-16
106343,Nisha Verma,nisha.verma5272@example.com,9112545393,64.0,Ahmedabad,Gujarat,India,59227.0,Corporate,2024-03-13
128667,Aditya Gupta,aditya.gupta5852@example.com,9459778353,27.0,Jaipur,Rajasthan,India,197652.0,Small Business,2025-03-26
129299,Isha Malhotra,isha.malhotra389@example.com,9462922868,35.0,Bengaluru,Karnataka,India,134924.0,Small Business,2025-11-23
146456,Sneha Iyer,sneha.iyer1339@example.com,9894208926,48.0,Jaipur,Rajasthan,India,160583.0,Consumer,2021-11-10
119256,Anjali Iyer,anjali.iyer8508@example.com,9774134124,65.0,Kolkata,West Bengal,India,231154.0,Consumer,2021-01-08
122829,Priya Patel,priya.patel3595@example.com,9843147849,58.0,Delhi,Delhi,India,70441.0,Corporate,2024-02-08
137562,Meera Joshi,meera.joshi6770@example.com,9793682052,32.0,Pune,Maharashtra,India,229916.0,Consumer,2025-04-01
109689,Sneha Khan,sneha.khan5686@example.com,9509739083,61.0,Hyderabad,Telangana,India,55830.0,Corporate,2022-12-13
119577,  Anjali Malhotra ,anjali.malhotra2912@example.com,9987854453,46.0,Pune,Maharashtra,India,214220.0,Small Business,2021-06-27
116559,Kavya Singh,kavya.singh2404@example.com,9248692879,62.0,Delhi,Delhi,India,54245.0,Corporate,2024-12-15
149515,Neha Desai,neha.desai1687@example.com,9301043707,30.0,Hyderabad,Telangana,India,181018.0,Corporate,2022-07-07
147342,Arjun Malhotra,arjun.malhotra8119@example.com,9480062323,47.0,Delhi,Delhi,India,125296.0,Corporate,2022-11-02
145625,Suresh Sharma,suresh.sharma1191@example.com,9432204649,51.0,Kolkata,West Bengal,India,244329.0,Consumer,2026-03-15
137470,Manish Kapoor,manish.kapoor2529@example.com,9976649239,42.0,Surat,Gujarat,India,117845.0,Corporate,2022-11-18
120832,Isha Shah,isha.shah2953@example.com,9688200765,46.0,Delhi,Delhi,India,132204.0,Consumer,2022-02-22
104638,Pooja Iyer,pooja.iyer5254@example.com,9416609795,60.0,Pune,Maharashtra,India,27819.0,Corporate,2022-06-08
133030,Amit Shah,amit.shah1232@example.com,9162827299,52.0,Surat,Gujarat,India,131948.0,Corporate,2022-05-10
110268,Pooja Reddy,pooja.reddy9876@example.com,9583503792,59.0,Chennai,Tamil Nadu,India,165560.0,Corporate,2024-07-10
149392,Neha Iyer,neha.iyer259@example.com,9686985917,40.0,Kolkata,West Bengal,India,53488.0,Consumer,2025-03-20
140424,Nisha Desai,nisha.desai738@example.com,9194371235,20.0,Ahmedabad,Gujarat,India,147473.0,Small Business,2024-03-09
137948,Amit Mehta,amit.mehta8669@example.com,9613992083,63.0,Kolkata,West Bengal,India,145936.0,Consumer,2021-11-13
120391,Anjali Desai,anjali.desai3194@example.com,9810032989,25.0,Bengaluru,Karnataka,India,72601.0,Small Business,2021-08-22
134878,Amit Kapoor,amit.kapoor6164@example.com,9360967069,,Chennai,Tamil Nadu,India,47116.0,Small Business,2021-11-14
101160,Vikram Malhotra,vikram.malhotra9299@example.com,9198719863,53.0,Chennai,Tamil Nadu,India,183329.0,Consumer,2021-08-05
128275,Pooja Shah,pooja.shah5802@example.com,9234158728,29.0,Kolkata,West Bengal,India,191487.0,Corporate,2023-04-06
117918,Rahul Khan,rahul.khan621@example.com,9577387190,23.0,Kolkata,West Bengal,India,191585.0,Corporate,2023-09-13
131829,Sneha Malhotra,sneha.malhotra4872@example.com,9620244902,32.0,Hyderabad,Telangana,India,218328.0,Small Business,2021-10-01
142251,Rahul Shah,rahul.shah5032@example.com,9352473118,53.0,Jaipur,Rajasthan,India,39140.0,Small Business,2025-08-06
138785,Rohan Reddy,rohan.reddy6177@example.com,9337930741,45.0,Ahmedabad,Gujarat,India,245118.0,Consumer,2022-09-25
144779,Karan Kapoor,karan.kapoor2090@example.com,9175818566,65.0,Surat,Gujarat,India,,Corporate,2023-11-28
143959,Vikram Gupta,vikram.gupta465@example.com,9401005482,33.0,Mumbai,Maharashtra,India,80665.0,Corporate,2021-09-12
119030,Neha Joshi,neha.joshi2506@example.com,9160239996,62.0,Kolkata,West Bengal,India,46745.0,Corporate,2021-05-01
123994,Priya Nair,priya.nair7198@example.com,9368309037,29.0,Bengaluru,Karnataka,India,133558.0,Consumer,2025-11-27
117141,Anjali Joshi,anjali.joshi7459@example.com,9223066026,28.0,Ahmedabad,Gujarat,India,53836.0,Corporate,2025-09-11
125300,Rohan Gupta,rohan.gupta4192@example.com,9713893528,38.0,Hyderabad,Telangana,India,23010.0,Corporate,2022-06-01
115550,Nisha Khan,nisha.khan40@example.com,9953229921,31.0,Bengaluru,Karnataka,India,88655.0,Corporate,2021-07-08
143780,Simran Khan,simran.khan503@example.com,9900828564,68.0,Surat,Gujarat,India,186296.0,Small Business,2024-11-21
113924,Neha Iyer,neha.iyer1841@example.com,9940637855,51.0,Bengaluru,Karnataka,India,182355.0,Corporate,2021-02-02
101613,Nisha Shah,nisha.shah8119@example.com,9967051379,42.0,Chennai,Tamil Nadu,India,132857.0,Small Business,2023-02-20
117764,Manish Iyer,manish.iyer5266@example.com,9890706699,54.0,Surat,Gujarat,India,71615.0,Small Business,2023-02-10
146327,Amit Sharma,amit.sharma6546@example.com,9177641275,61.0,Hyderabad,Telangana,India,241592.0,Consumer,2022-09-28
117234,Meera Mehta,meera.mehta9899@example.com,9973656312,24.0,Mumbai,Maharashtra,India,59173.0,Consumer,2024-01-27
147612,Vikram Kapoor,vikram.kapoor5490@example.com,9870102613,47.0,Chennai,Tamil Nadu,India,211655.0,Corporate,2025-09-04
100064,Isha Sharma,isha.sharma7434@example.com,9421613370,29.0,Pune,Maharashtra,India,233929.0,Consumer,2021-10-12
111514,Amit Mehta,amit.mehta1614@example.com,,19.0,Delhi,Delhi,India,247248.0,Small Business,2021-04-24
109390,Anjali Sharma,anjali.sharma8096@example.com,9959789212,36.0,Kolkata,West Bengal,India,125046.0,Consumer,2021-04-08
110951,Priya Iyer,priya.iyer7242@example.com,9527532932,54.0,Delhi,Delhi,India,87969.0,Small Business,2025-02-04
145561,Neha Joshi,neha.joshi8298@example.com,9664155633,53.0,Pune,Maharashtra,India,132061.0,Consumer,2022-03-27
102310,Karan Gupta,karan.gupta9625@example.com,9601881634,69.0,Pune,Maharashtra,India,134729.0,Consumer,2023-07-25
141327,Isha Shah,isha.shah3416@example.com,9880207283,24.0,Jaipur,Rajasthan,India,29808.0,Small Business,2024-09-18
149710,Manish Verma,manish.verma7233@example.com,9805322472,66.0,Bengaluru,Karnataka,India,62569.0,Corporate,2026-01-10
113043,Arjun Sharma,arjun.sharma533@example.com,9422716328,59.0,Hyderabad,Telangana,India,227441.0,Corporate,2022-09-09
109438,Karan Verma,karan.verma9013@example.com,9568192327,30.0,Kolkata,West Bengal,India,104534.0,Consumer,2023-04-12
104133,Suresh Patel,suresh.patel4431@example.com,9409338893,45.0,Ahmedabad,Gujarat,India,90636.0,Corporate,2021-05-13
148495,Nisha Malhotra,nisha.malhotra6490@example.com,9470441978,48.0,Mumbai,Maharashtra,India,21015.0,Small Business,2021-02-16
114112,Anjali Sharma,anjali.sharma785@example.com,9489083480,38.0,Jaipur,Rajasthan,India,85582.0,Corporate,2021-06-21
101747,Isha Verma,isha.verma1779@example.com,9752352826,34.0,Delhi,Delhi,India,21769.0,Consumer,2026-04-14
124455,Suresh Desai,suresh.desai979@example.com,9375374894,53.0,Delhi,Delhi,India,118507.0,Corporate,2026-03-30
116872,Kavya Khan,kavya.khan457@example.com,9409455564,24.0,Jaipur,Rajasthan,India,199698.0,Corporate,2025-02-02
126008,Pooja Nair,pooja.nair924@example.com,9819106024,69.0,Hyderabad,Telangana,India,80963.0,Consumer,2023-05-01
141282,Raj Kapoor,raj.kapoor8622@example.com,9917907939,56.0,Chennai,Tamil Nadu,India,59016.0,Corporate,2025-07-13
102108,Amit Patel,amit.patel4298@example.com,9733433776,68.0,Delhi,Delhi,India,44016.0,Corporate,2022-02-01
124612,Anjali Patel,anjali.patel600@example.com,9291820977,40.0,Ahmedabad,Gujarat,India,142460.0,Corporate,2022-05-16
101563,Arjun Shah,arjun.shah1492@example.com,9900937510,61.0,Surat,Gujarat,India,123173.0,Corporate,2024-03-26
122883,Priya Singh,priya.singh474@example.com,9676879421,36.0,Delhi,Delhi,India,186612.0,Small Business,2024-03-28
111118,Nisha Singh,nisha.singh8010@example.com,9131998810,55.0,Kolkata,West Bengal,India,244864.0,Small Business,2021-11-14
110219,Nisha Patel,nisha.patel3430@example.com,9124782433,53.0,Bengaluru,Karnataka,India,136798.0,Small Business,2026-01-11
136606,Arjun Shah,arjun.shah6411@example.com,9642126232,28.0,Surat,Gujarat,India,82062.0,Consumer,2021-10-06
122180,Meera Joshi,meera.joshi6650@example.com,9151725887,29.0,Pune,Maharashtra,India,191261.0,Corporate,2022-08-03
120106,Nisha Patel,nisha.patel4926@example.com,9983999674,44.0,Jaipur,Rajasthan,India,101760.0,Consumer,2021-11-28
114174,Suresh Patel,suresh.patel5089@example.com,9942955153,19.0,Jaipur,Rajasthan,India,23675.0,Small Business,2025-08-13
114195,Sneha Malhotra,sneha.malhotra7285@example.com,9400303400,36.0,Surat,Gujarat,India,205764.0,Consumer,2025-08-10
105338,Meera Desai,meera.desai9366@example.com,9452625933,65.0,Pune,Maharashtra,India,211321.0,Corporate,2025-06-06
125782,Suresh Patel,suresh.patel1518@example.com,9144381300,40.0,Pune,Maharashtra,India,192227.0,Corporate,2024-10-20
122528,Sneha Mehta,sneha.mehta339@example.com,9136663128,34.0,Kolkata,West Bengal,India,28691.0,Small Business,2022-04-27
109853,Raj Sharma,raj.sharma9790@example.com,9659993142,60.0,Bengaluru,Karnataka,India,148656.0,Corporate,2022-12-10
139043,Karan Malhotra,karan.malhotra9906@example.com,9304133276,31.0,Jaipur,Rajasthan,India,246489.0,Corporate,2026-01-09
126389,Nisha Desai,nisha.desai2456@example.com,9981942417,37.0,Surat,Gujarat,India,198832.0,Small Business,2021-11-23
145612,Vikram Mehta,vikram.mehta4876@example.com,9103665673,31.0,Ahmedabad,Gujarat,India,170768.0,Small Business,2021-02-06
129158,Amit Gupta,amit.gupta1130@example.com,9979003669,18.0,Pune,Maharashtra,India,214657.0,Corporate,2024-12-16
133602,Pooja Patel,pooja.patel5840@example.com,9193468719,31.0,Bengaluru,Karnataka,India,168801.0,Small Business,2022-03-29
142616,Sneha Malhotra,sneha.malhotra8999@example.com,9777196790,47.0,Delhi,Delhi,India,155466.0,Corporate,2024-08-29
115048,Neha Joshi,neha.joshi801@example.com,9791505159,59.0,Surat,Gujarat,India,225211.0,Small Business,2023-07-27
133929,Suresh Desai,suresh.desai1515@example.com,9975626889,33.0,Surat,Gujarat,India,48015.0,Small Business,2023-05-05
130531,Pooja Joshi,pooja.joshi2484@example.com,9157245806,43.0,Kolkata,West Bengal,India,247532.0,Small Business,2021-08-01
112265,Vikram Khan,vikram.khan6215@example.com,9352802406,21.0,Ahmedabad,Gujarat,India,233440.0,Corporate,2021-02-03
109732,Amit Iyer,amit.iyer6719@example.com,9624210231,40.0,Mumbai,Maharashtra,India,169609.0,Corporate,2022-07-28
138155,Pooja Singh,pooja.singh4055@example.com,9681443121,22.0,Bengaluru,Karnataka,India,150108.0,Consumer,2021-03-13
120124,Pooja Verma,pooja.verma8638@example.com,9188835340,47.0,Delhi,Delhi,India,156552.0,Corporate,2026-02-07
106761,Rahul Kapoor,rahul.kapoor5965@example.com,9423911192,19.0,Mumbai,Maharashtra,India,64630.0,Consumer,2024-05-10
116495,Kavya Malhotra,kavya.malhotra6565@example.com,9722018231,30.0,Jaipur,Rajasthan,India,107088.0,Consumer,2021-01-18
106832,Arjun Sharma,arjun.sharma7451@example.com,9370906954,56.0,Ahmedabad,Gujarat,India,24023.0,Small Business,2026-03-10
124158,Amit Kapoor,amit.kapoor7786@example.com,9882509223,38.0,Mumbai,Maharashtra,India,182387.0,Small Business,2026-06-18
111073,Pooja Mehta,pooja.mehta2346@example.com,9665130011,48.0,Mumbai,Maharashtra,India,218228.0,Corporate,2024-06-02
128431,Sneha Shah,sneha.shah5430@example.com,9502081884,43.0,Delhi,Delhi,India,50234.0,Small Business,2023-07-05
136675,Amit Iyer,amit.iyer6841@example.com,9820467692,38.0,Delhi,Delhi,India,203164.0,Corporate,2025-08-13
109938,Rahul Singh,rahul.singh6799@example.com,9826214426,55.0,Bengaluru,Karnataka,India,193645.0,Consumer,2025-06-08
123587,Raj Shah,raj.shah7955@example.com,9217885747,24.0,Surat,Gujarat,India,137574.0,Corporate,2021-12-21
101086,Raj Singh,raj.singh2855@example.com,9381915145,56.0,Chennai,Tamil Nadu,India,240761.0,Consumer,2025-06-22
144878,Rahul Verma,rahul.verma8606@example.com,9471871994,51.0,Bengaluru,Karnataka,India,229241.0,Corporate,2021-01-10
103473,Suresh Reddy,suresh.reddy4957@example.com,9925365134,31.0,Jaipur,Rajasthan,India,46782.0,Corporate,2026-04-08
131530,Anjali Desai,anjali.desai6602@example.com,9855291833,48.0,Hyderabad,Telangana,India,125936.0,Small Business,2021-11-17
149662,Vikram Shah,vikram.shah6123@example.com,9446850530,37.0,Kolkata,West Bengal,India,67834.0,Consumer,2024-12-01
139643,Karan Malhotra,karan.malhotra1374@example.com,9329997127,45.0,Hyderabad,Telangana,India,154090.0,Consumer,2023-12-13
102336,Karan Gupta,karan.gupta2094@example.com,9106869947,63.0,Surat,Gujarat,India,180553.0,Consumer,2024-08-31
102432,Karan Singh,karan.singh1404@example.com,9523667007,40.0,Pune,Maharashtra,India,166201.0,Small Business,2021-12-23
141083,Rahul Patel,rahul.patel5012@example.com,9685417096,47.0,Surat,Gujarat,India,136571.0,Corporate,2025-01-09
132169,Vikram Mehta,vikram.mehta6960@example.com,9298433306,35.0,Pune,Maharashtra,India,52344.0,Consumer,2021-04-09
105877,Manish Shah,manish.shah5390@example.com,9428722276,52.0,Surat,Gujarat,India,188463.0,Consumer,2022-06-02
136193,Suresh Patel,suresh.patel5275@example.com,9842546350,43.0,Chennai,Tamil Nadu,India,246914.0,Small Business,2021-08-24
146159,Anjali Shah,anjali.shah9046@example.com,9257649936,41.0,Delhi,Delhi,India,49571.0,Small Business,2024-02-16
126712,Meera Iyer,meera.iyer2002@example.com,9801596684,53.0,Surat,Gujarat,India,34995.0,Small Business,2026-02-17
